Scenario ID,Module / Pillar,Scenario Category,Sub-Category / Clinical Phenotype,Surgeon / Actor Role,Pre-Conditions & Clinical Parameters,Execution Action / Trigger,Expected Clinical & System Outcome,Compliance & Clinical Standard,Priority / Risk Level
"SCN-1402","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT2c • R1 Positive (Posterolateral)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT2c, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1403","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT2c • R1 Positive (Posterolateral)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT2c, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1404","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT2c • R1 Positive (Posterolateral)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT2c, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1405","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT2c • R1 Positive (Bladder Neck)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT2c, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1406","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT2c • R1 Positive (Bladder Neck)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT2c, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1407","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT2c • R1 Positive (Bladder Neck)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT2c, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1408","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT2c • R1 Positive (Bladder Neck)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT2c, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1409","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R0 Negative","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1410","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R0 Negative","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1411","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R0 Negative","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1412","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R0 Negative","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1413","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Apical)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3a, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1414","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Apical)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3a, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1415","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Apical)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3a, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1416","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Apical)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3a, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1417","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Posterolateral)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3a, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1418","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Posterolateral)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3a, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1419","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Posterolateral)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3a, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1420","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Posterolateral)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3a, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1421","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Bladder Neck)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3a, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1422","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Bladder Neck)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3a, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1423","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Bladder Neck)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3a, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1424","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3a • R1 Positive (Bladder Neck)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3a, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1425","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3b • R0 Negative","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3b, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1426","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3b • R0 Negative","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3b, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1427","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3b • R0 Negative","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3b, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1428","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3b • R0 Negative","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3b, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1429","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3b • R1 Positive (Apical)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3b, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-1430","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+3=7b • pT3b • R1 Positive (Apical)","OAK","Baseline Grade Group 3 (4+3=7b), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon OAK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3b, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
